dataset,label0,label1,count0,count1,samples,balance
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:e97400e9da6c4d9ed81a9dde7e8bf731,375,546,921,0.69
NCI109,03:598b75c84aa93acab28ebafaefe4b788,03:bc024b8c72e9fb75cd2d8489a726661d,375,546,921,0.69
NCI109,00:4,02:9951bc9e3bf024ec6542563ceedc0415,540,374,914,0.69
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:5f89fa2ba56e0816109b7b7a701b667c,536,372,908,0.69
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,01:a4ef450f3f7518847ea88b96e055c223,513,372,885,0.73
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:9951bc9e3bf024ec6542563ceedc0415,372,407,779,0.91
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,01:d989828e3ba6121ffbb18a77ef8520ea,371,744,1115,0.50
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,01:760d6b5df69317ed0a069e2609bb2771,370,538,908,0.69
NCI109,01:dc17532c495527c57f92fd5e26993c9f,01:7c82ae96e6e4f158d9a0e7e289c6cab4,369,829,1198,0.45
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:bbecb1f1073f446a1b89a34c3f6effab,649,366,1015,0.56
NCI109,03:33d3c163bb6c0826264e988c50b678d1,01:702ead2a58e99387e754ab32bea96576,366,1052,1418,0.35
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:6ab3dccfb7c78fd6724070fe4729a22a,365,366,731,1.00
NCI109,00:4,01:0bb389b12346dc3a33bc96653224bb46,551,364,915,0.66
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:0dbb852f0053ac44de3103179cdb45d6,366,364,730,0.99
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,01:eb07b23e9ae0447795e18c4290d34441,868,362,1230,0.42
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:0fae1c90150e8e4538e25525c4e45fd7,361,592,953,0.61
NCI109,00:4,01:702ead2a58e99387e754ab32bea96576,359,1265,1624,0.28
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:5f89fa2ba56e0816109b7b7a701b667c,358,383,741,0.93
NCI109,01:306bba0232fc46dd395dfd3674efb043,01:0bb389b12346dc3a33bc96653224bb46,358,369,727,0.97
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:279a16b20b199cc6757db7021808789b,356,442,798,0.81
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:5f89fa2ba56e0816109b7b7a701b667c,355,399,754,0.89
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:9951bc9e3bf024ec6542563ceedc0415,353,406,759,0.87
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,01:0bb389b12346dc3a33bc96653224bb46,370,353,723,0.95
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:6ab3dccfb7c78fd6724070fe4729a22a,352,370,722,0.95
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:0dbb852f0053ac44de3103179cdb45d6,365,351,716,0.96
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:6ab3dccfb7c78fd6724070fe4729a22a,542,350,892,0.65
NCI109,04:3b80c0108e852671675976fa20f8eee6,01:a4ef450f3f7518847ea88b96e055c223,350,387,737,0.90
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,01:d989828e3ba6121ffbb18a77ef8520ea,766,350,1116,0.46
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:cbd4aaf041f9c40683f7422dd5396386,350,601,951,0.58
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:bbecb1f1073f446a1b89a34c3f6effab,350,514,864,0.68
NCI109,03:598b75c84aa93acab28ebafaefe4b788,01:89f698e3e1554e30f713baddf67a6259,349,604,953,0.58
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:279a16b20b199cc6757db7021808789b,347,444,791,0.78
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:500c50e1451a93aa12d2b5bf78ad4aea,360,347,707,0.96
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:0dbb852f0053ac44de3103179cdb45d6,347,352,699,0.99
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,02:e97400e9da6c4d9ed81a9dde7e8bf731,1061,347,1408,0.33
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,03:bc024b8c72e9fb75cd2d8489a726661d,1061,347,1408,0.33
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:354e6647d4a4f4080ce49df42f15223a,346,671,1017,0.52
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,02:08d67943ef5ef0b5f7f87c3b78e6aef9,917,346,1263,0.38
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:500c50e1451a93aa12d2b5bf78ad4aea,361,344,705,0.95
NCI109,03:33d3c163bb6c0826264e988c50b678d1,02:5f89fa2ba56e0816109b7b7a701b667c,719,344,1063,0.48
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:5f89fa2ba56e0816109b7b7a701b667c,342,405,747,0.84
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:354e6647d4a4f4080ce49df42f15223a,342,686,1028,0.50
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,01:a4ef450f3f7518847ea88b96e055c223,342,378,720,0.90
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,02:5ecbe997f6ba4ab448e09dd7742ac734,879,342,1221,0.39
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:279a16b20b199cc6757db7021808789b,341,451,792,0.76
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:89ba7f08f7256493d6003652202319e3,341,502,843,0.68
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,01:a2e52562004ee025ea81ce1a75923c92,932,341,1273,0.37
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:e97400e9da6c4d9ed81a9dde7e8bf731,340,581,921,0.59
NCI109,04:3b80c0108e852671675976fa20f8eee6,03:bc024b8c72e9fb75cd2d8489a726661d,340,581,921,0.59
NCI109,00:4,01:a4ef450f3f7518847ea88b96e055c223,518,339,857,0.65
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:0dbb852f0053ac44de3103179cdb45d6,547,338,885,0.62
NCI109,00:4,01:2ebd9ac9059c44341593ffe062223595,338,892,1230,0.38
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:500c50e1451a93aa12d2b5bf78ad4aea,534,337,871,0.63
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,01:7c82ae96e6e4f158d9a0e7e289c6cab4,337,857,1194,0.39
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:08d67943ef5ef0b5f7f87c3b78e6aef9,337,659,996,0.51
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:89ba7f08f7256493d6003652202319e3,334,502,836,0.67
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:9951bc9e3bf024ec6542563ceedc0415,344,334,678,0.97
NCI109,00:4,02:5f89fa2ba56e0816109b7b7a701b667c,534,333,867,0.62
NCI109,03:598b75c84aa93acab28ebafaefe4b788,01:a2e52562004ee025ea81ce1a75923c92,333,576,909,0.58
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:354e6647d4a4f4080ce49df42f15223a,332,680,1012,0.49
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:379f9030d2c3f1dc8b65fd57b4cc56b4,358,330,688,0.92
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:379f9030d2c3f1dc8b65fd57b4cc56b4,347,329,676,0.95
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:e97400e9da6c4d9ed81a9dde7e8bf731,328,597,925,0.55
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,03:bc024b8c72e9fb75cd2d8489a726661d,328,597,925,0.55
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,01:eb07b23e9ae0447795e18c4290d34441,328,697,1025,0.47
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:5ecbe997f6ba4ab448e09dd7742ac734,328,639,967,0.51
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,01:a2e52562004ee025ea81ce1a75923c92,326,623,949,0.52
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:89ba7f08f7256493d6003652202319e3,599,326,925,0.54
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:500c50e1451a93aa12d2b5bf78ad4aea,325,342,667,0.95
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:379f9030d2c3f1dc8b65fd57b4cc56b4,346,324,670,0.94
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:cbd4aaf041f9c40683f7422dd5396386,323,638,961,0.51
NCI109,03:33d3c163bb6c0826264e988c50b678d1,01:85c8ff98fe896e8ac9b9f0cfc9de1657,323,797,1120,0.41
NCI109,03:598b75c84aa93acab28ebafaefe4b788,01:eb07b23e9ae0447795e18c4290d34441,323,641,964,0.50
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:5ecbe997f6ba4ab448e09dd7742ac734,323,587,910,0.55
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,01:2ebd9ac9059c44341593ffe062223595,322,951,1273,0.34
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:0dbb852f0053ac44de3103179cdb45d6,380,322,702,0.85
NCI109,03:598b75c84aa93acab28ebafaefe4b788,01:0bb389b12346dc3a33bc96653224bb46,392,322,714,0.82
NCI109,04:3b80c0108e852671675976fa20f8eee6,01:89f698e3e1554e30f713baddf67a6259,321,642,963,0.50
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:89ba7f08f7256493d6003652202319e3,663,321,984,0.48
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:6ab3dccfb7c78fd6724070fe4729a22a,759,321,1080,0.42
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:6ab3dccfb7c78fd6724070fe4729a22a,694,321,1015,0.46
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:bbecb1f1073f446a1b89a34c3f6effab,320,492,812,0.65
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:e97400e9da6c4d9ed81a9dde7e8bf731,320,593,913,0.54
NCI109,01:306bba0232fc46dd395dfd3674efb043,03:bc024b8c72e9fb75cd2d8489a726661d,320,593,913,0.54
NCI109,01:306bba0232fc46dd395dfd3674efb043,01:a4ef450f3f7518847ea88b96e055c223,319,378,697,0.84
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:cbd4aaf041f9c40683f7422dd5396386,319,657,976,0.49
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:9951bc9e3bf024ec6542563ceedc0415,521,318,839,0.61
NCI109,04:3b80c0108e852671675976fa20f8eee6,01:0bb389b12346dc3a33bc96653224bb46,348,318,666,0.91
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,01:89f698e3e1554e30f713baddf67a6259,318,661,979,0.48
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:379f9030d2c3f1dc8b65fd57b4cc56b4,537,317,854,0.59
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:a355458c6a7cf7e453160375f1b55649,316,993,1309,0.32
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:0fae1c90150e8e4538e25525c4e45fd7,314,804,1118,0.39
NCI109,03:598b75c84aa93acab28ebafaefe4b788,01:a4ef450f3f7518847ea88b96e055c223,358,314,672,0.88
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:ab57a9cf6a56e57d81dbd7475cd26f52,313,324,637,0.97
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:0fae1c90150e8e4538e25525c4e45fd7,312,604,916,0.52
NCI109,01:306bba0232fc46dd395dfd3674efb043,01:eb07b23e9ae0447795e18c4290d34441,311,688,999,0.45
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:5ecbe997f6ba4ab448e09dd7742ac734,311,629,940,0.49
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:da942b9ec0bcf7117f328682fd90e171,352,310,662,0.88
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:0dbb852f0053ac44de3103179cdb45d6,310,309,619,1.00
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,01:0bb389b12346dc3a33bc96653224bb46,309,371,680,0.83
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:da942b9ec0bcf7117f328682fd90e171,363,309,672,0.85
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:cbd4aaf041f9c40683f7422dd5396386,308,652,960,0.47
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:6ab3dccfb7c78fd6724070fe4729a22a,308,393,701,0.78
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:bbecb1f1073f446a1b89a34c3f6effab,308,553,861,0.56
NCI109,00:4,02:500c50e1451a93aa12d2b5bf78ad4aea,526,307,833,0.58
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:89ba7f08f7256493d6003652202319e3,307,474,781,0.65
NCI109,01:306bba0232fc46dd395dfd3674efb043,01:89f698e3e1554e30f713baddf67a6259,307,656,963,0.47
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,01:0bb389b12346dc3a33bc96653224bb46,523,306,829,0.59
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:08d67943ef5ef0b5f7f87c3b78e6aef9,306,660,966,0.46
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:279a16b20b199cc6757db7021808789b,306,468,774,0.65
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:6dbe4fa455c30b7a9625b42488515b1e,362,305,667,0.84
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:da942b9ec0bcf7117f328682fd90e171,305,307,612,0.99
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:fa26a863793df7ae37bc53bbd7d3b3bf,305,314,619,0.97
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:6ab3dccfb7c78fd6724070fe4729a22a,363,305,668,0.84
NCI109,00:4,02:0fae1c90150e8e4538e25525c4e45fd7,304,716,1020,0.42
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:6dbe4fa455c30b7a9625b42488515b1e,304,334,638,0.91
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:0dbb852f0053ac44de3103179cdb45d6,304,334,638,0.91
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,02:0fae1c90150e8e4538e25525c4e45fd7,564,304,868,0.54
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,01:7c82ae96e6e4f158d9a0e7e289c6cab4,303,1053,1356,0.29
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:a355458c6a7cf7e453160375f1b55649,303,986,1289,0.31
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:9951bc9e3bf024ec6542563ceedc0415,303,386,689,0.78
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:379f9030d2c3f1dc8b65fd57b4cc56b4,303,312,615,0.97
NCI109,03:33d3c163bb6c0826264e988c50b678d1,02:9951bc9e3bf024ec6542563ceedc0415,697,303,1000,0.43
NCI109,00:4,02:6ab3dccfb7c78fd6724070fe4729a22a,544,302,846,0.56
NCI109,01:306bba0232fc46dd395dfd3674efb043,03:a16d96e7b819297b552468f9510672ed,348,302,650,0.87
NCI109,01:306bba0232fc46dd395dfd3674efb043,04:ef1b74fd347915aafcb268ad7d742e35,348,302,650,0.87
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,01:a7d9b83145654c07790172dcd5a7b61c,301,1067,1368,0.28
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:ab57a9cf6a56e57d81dbd7475cd26f52,341,301,642,0.88
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:5f89fa2ba56e0816109b7b7a701b667c,301,377,678,0.80
NCI109,00:4,01:7c82ae96e6e4f158d9a0e7e289c6cab4,300,1042,1342,0.29
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:bbecb1f1073f446a1b89a34c3f6effab,300,523,823,0.57
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:5f89fa2ba56e0816109b7b7a701b667c,297,342,639,0.87
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:0dbb852f0053ac44de3103179cdb45d6,297,313,610,0.95
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:a355458c6a7cf7e453160375f1b55649,297,1019,1316,0.29
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:279a16b20b199cc6757db7021808789b,649,297,946,0.46
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:ab57a9cf6a56e57d81dbd7475cd26f52,327,296,623,0.91
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:9951bc9e3bf024ec6542563ceedc0415,296,390,686,0.76
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,03:a16d96e7b819297b552468f9510672ed,361,296,657,0.82
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,04:ef1b74fd347915aafcb268ad7d742e35,361,296,657,0.82
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:379f9030d2c3f1dc8b65fd57b4cc56b4,296,307,603,0.96
NCI109,00:4,02:ab57a9cf6a56e57d81dbd7475cd26f52,514,295,809,0.57
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:6ab3dccfb7c78fd6724070fe4729a22a,295,390,685,0.76
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,01:0bb389b12346dc3a33bc96653224bb46,295,360,655,0.82
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:6dbe4fa455c30b7a9625b42488515b1e,295,323,618,0.91
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:500c50e1451a93aa12d2b5bf78ad4aea,294,364,658,0.81
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,01:0bb389b12346dc3a33bc96653224bb46,294,374,668,0.79
NCI109,00:4,02:0dbb852f0053ac44de3103179cdb45d6,550,293,843,0.53
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:08d67943ef5ef0b5f7f87c3b78e6aef9,293,679,972,0.43
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:6dbe4fa455c30b7a9625b42488515b1e,327,293,620,0.90
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:d537dc70fd2b49cb161b3db97a789869,334,293,627,0.88
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:6ab3dccfb7c78fd6724070fe4729a22a,293,372,665,0.79
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:500c50e1451a93aa12d2b5bf78ad4aea,293,335,628,0.87
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,01:a4ef450f3f7518847ea88b96e055c223,292,402,694,0.73
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:da942b9ec0bcf7117f328682fd90e171,292,311,603,0.94
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,01:d989828e3ba6121ffbb18a77ef8520ea,292,737,1029,0.40
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:9951bc9e3bf024ec6542563ceedc0415,292,405,697,0.72
NCI109,00:4,02:da942b9ec0bcf7117f328682fd90e171,541,291,832,0.54
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:89ba7f08f7256493d6003652202319e3,291,499,790,0.58
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:ab57a9cf6a56e57d81dbd7475cd26f52,291,316,607,0.92
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:279a16b20b199cc6757db7021808789b,716,291,1007,0.41
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:6dbe4fa455c30b7a9625b42488515b1e,290,333,623,0.87
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:fa26a863793df7ae37bc53bbd7d3b3bf,290,313,603,0.93
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:354e6647d4a4f4080ce49df42f15223a,290,636,926,0.46
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:fa26a863793df7ae37bc53bbd7d3b3bf,323,288,611,0.89
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:d537dc70fd2b49cb161b3db97a789869,288,292,580,0.99
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:fa26a863793df7ae37bc53bbd7d3b3bf,288,296,584,0.97
NCI109,04:3b80c0108e852671675976fa20f8eee6,03:a16d96e7b819297b552468f9510672ed,364,287,651,0.79
NCI109,04:3b80c0108e852671675976fa20f8eee6,04:ef1b74fd347915aafcb268ad7d742e35,364,287,651,0.79
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:08d67943ef5ef0b5f7f87c3b78e6aef9,287,648,935,0.44
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:9951bc9e3bf024ec6542563ceedc0415,690,287,977,0.42
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,01:a4ef450f3f7518847ea88b96e055c223,287,370,657,0.78
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:da942b9ec0bcf7117f328682fd90e171,296,287,583,0.97
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:6ab3dccfb7c78fd6724070fe4729a22a,362,287,649,0.79
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:da942b9ec0bcf7117f328682fd90e171,395,287,682,0.73
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:354e6647d4a4f4080ce49df42f15223a,286,634,920,0.45
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:6069ee2df5d6189e541a117442442faa,302,286,588,0.95
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:5f89fa2ba56e0816109b7b7a701b667c,286,346,632,0.83
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:6069ee2df5d6189e541a117442442faa,287,286,573,1.00
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:e97400e9da6c4d9ed81a9dde7e8bf731,286,556,842,0.51
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,03:bc024b8c72e9fb75cd2d8489a726661d,286,556,842,0.51
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:279a16b20b199cc6757db7021808789b,286,414,700,0.69
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:d537dc70fd2b49cb161b3db97a789869,356,285,641,0.80
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:500c50e1451a93aa12d2b5bf78ad4aea,285,361,646,0.79
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:d537dc70fd2b49cb161b3db97a789869,385,285,670,0.74
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:9951bc9e3bf024ec6542563ceedc0415,749,284,1033,0.38
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:ab57a9cf6a56e57d81dbd7475cd26f52,505,283,788,0.56
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:279a16b20b199cc6757db7021808789b,283,462,745,0.61
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:6dbe4fa455c30b7a9625b42488515b1e,536,282,818,0.53
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:a355458c6a7cf7e453160375f1b55649,282,961,1243,0.29
NCI109,01:306bba0232fc46dd395dfd3674efb043,01:a2e52562004ee025ea81ce1a75923c92,282,601,883,0.47
NCI109,03:598b75c84aa93acab28ebafaefe4b788,03:a16d96e7b819297b552468f9510672ed,400,282,682,0.70
NCI109,03:598b75c84aa93acab28ebafaefe4b788,04:ef1b74fd347915aafcb268ad7d742e35,400,282,682,0.70
NCI109,04:3b80c0108e852671675976fa20f8eee6,01:a2e52562004ee025ea81ce1a75923c92,281,564,845,0.50
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,01:a4ef450f3f7518847ea88b96e055c223,281,401,682,0.70
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:d537dc70fd2b49cb161b3db97a789869,324,280,604,0.86
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:6dbe4fa455c30b7a9625b42488515b1e,673,280,953,0.42
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,03:a16d96e7b819297b552468f9510672ed,304,280,584,0.92
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,04:ef1b74fd347915aafcb268ad7d742e35,304,280,584,0.92
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:500c50e1451a93aa12d2b5bf78ad4aea,369,280,649,0.76
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:a4f8c3124c85be423f2528251aa89ead,287,279,566,0.97
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,03:a16d96e7b819297b552468f9510672ed,546,278,824,0.51
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,04:ef1b74fd347915aafcb268ad7d742e35,546,278,824,0.51
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:6dbe4fa455c30b7a9625b42488515b1e,731,278,1009,0.38
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:e97400e9da6c4d9ed81a9dde7e8bf731,277,547,824,0.51
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,03:bc024b8c72e9fb75cd2d8489a726661d,277,547,824,0.51
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:379f9030d2c3f1dc8b65fd57b4cc56b4,277,310,587,0.89
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:d537dc70fd2b49cb161b3db97a789869,277,294,571,0.94
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:bbecb1f1073f446a1b89a34c3f6effab,276,558,834,0.49
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:a4f8c3124c85be423f2528251aa89ead,297,276,573,0.93
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:89ba7f08f7256493d6003652202319e3,276,490,766,0.56
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:a4f8c3124c85be423f2528251aa89ead,291,276,567,0.95
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:cbd4aaf041f9c40683f7422dd5396386,275,617,892,0.45
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,01:89f698e3e1554e30f713baddf67a6259,275,621,896,0.44
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:279a16b20b199cc6757db7021808789b,314,275,589,0.88
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:a4f8c3124c85be423f2528251aa89ead,362,274,636,0.76
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:99eab47f7b5a3651a3bd068a57820998,277,274,551,0.99
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:5f89fa2ba56e0816109b7b7a701b667c,678,274,952,0.40
NCI109,02:43cef32b18cc4c646b58ec18e9953f13,02:bbecb1f1073f446a1b89a34c3f6effab,1002,274,1276,0.27
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:fa26a863793df7ae37bc53bbd7d3b3bf,353,273,626,0.77
NCI109,00:4,02:d537dc70fd2b49cb161b3db97a789869,520,273,793,0.53
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:354e6647d4a4f4080ce49df42f15223a,273,638,911,0.43
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:ab57a9cf6a56e57d81dbd7475cd26f52,272,318,590,0.86
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:d537dc70fd2b49cb161b3db97a789869,285,272,557,0.95
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:a4f8c3124c85be423f2528251aa89ead,343,271,614,0.79
